Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	UZH_mean_numberOfNucleiHit	UZH_mean_numberOfInfectedNucleiHit	UZH_mean_infectionIndexHit	UZH_mean_numberOfPlaquesHit	UZH_mean_totalVirusIntensityHit	UZH_mean_numberOfNuclei_normalized	UZH_mean_numberOfInfectedNuclei_normalized	UZH_mean_infectionIndex_normalized	UZH_mean_numberOfPlaques_normalized	UZH_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-533	Phenacetin	C	K18	BSF018294	BSF018298	BSF018302	BSF018306	0						0.955599185	1.016662672	1.072582091	1.088823198	1.110895376	
Prestw-534	Atovaquone	C	L18	BSF018294	BSF018298	BSF018302	BSF018306	0						1.052985396	1.076351499	1.018827372	0.951576577	0.988638244	
Prestw-535	Methoxamine hydrochloride	C	M18	BSF018294	BSF018298	BSF018302	BSF018306	0						0.87156503	0.891552596	1.014467565	1.024774775	1.008742704	
Prestw-536	(R)-(+)-Atenolol	C	N18	BSF018294	BSF018298	BSF018302	BSF018306	0						1.015319412	0.962751049	0.944319602	0.814329955	0.861620481	
Prestw-537	Piracetam	C	O18	BSF018294	BSF018298	BSF018302	BSF018306	0						0.912493476	0.903725033	0.993181491	1.015625	0.943075464	
Prestw-538	Phenindione	C	P18	BSF018294	BSF018298	BSF018302	BSF018306	0						0.911387673	0.988905217	1.085214156	1.116272523	1.074671861	
Prestw-539	Thiocolchicoside	C	A19	BSF018294	BSF018298	BSF018302	BSF018306	0						0.942542469	1.019439313	1.078685685	1.125422297	1.046218006	
Prestw-540	Clorsulon	C	C19	BSF018294	BSF018298	BSF018302	BSF018306	0						0.972536515	0.99434206	1.019564418	0.969876126	0.992751461	
Prestw-541	Ciclopirox ethanolamine	C	D19	BSF018294	BSF018298	BSF018302	BSF018306	0						0.512577439	0.105485492	0.203489511	0.109797297	0.149356457	
Prestw-542	Probenecid	C	E19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.022496829	1.120974809	1.094993198	1.006475225	1.085592228	
Prestw-543	Betahistine mesylate	C	F19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.000483795	1.112519489	1.108281674	1.015625	1.154313682	
Prestw-544	Tobramycin	C	G19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.046323105	1.034486916	0.984853657	0.905827703	0.937231465	
Prestw-545	Tetramisole hydrochloride	C	H19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.015628488	0.97421589	0.959986547	0.914977477	0.897646022	
Prestw-546	Pregnenolone	C	I19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.011555561	1.015901335	1.001438494	0.933277027	0.970578382	
Prestw-547	Molsidomine	C	J19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.030189371	1.071013183	1.04062191	1.043074324	1.023109575	
Prestw-548	Chloroquine diphosphate	C	K19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.037668995	1.069185974	1.029081015	0.988175676	1.001160866	
Prestw-549	Trimetazidine dihydrochloride	C	L19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.083556383	1.187336532	1.096612003	1.043074324	1.076126821	
Prestw-550	Parthenolide	C	N19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.024722172	0.87541225	0.862102083	0.99732545	0.805438868	
Prestw-551	Hexetidine	C	O19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.022263305	1.144710612	1.118962952	1.216920045	1.082058703	
Prestw-552	Selegiline hydrochloride	C	P19	BSF018294	BSF018298	BSF018302	BSF018306	0						1.019776966	1.017818113	1.001034665	1.162021396	0.997385511	
Prestw-553	Pentamidine isethionate	C	A20	BSF018294	BSF018298	BSF018302	BSF018306	1						0.4416	0.161475117	0.370481019	0.137246622	0.188424633	
Prestw-554	Tolazamide	C	B20	BSF018294	BSF018298	BSF018302	BSF018306	0						0.960400156	0.894759169	0.925993125	0.933277027	0.913426402	
Prestw-555	Nifuroxazide	C	C20	BSF018294	BSF018298	BSF018302	BSF018306	0						0.968697112	0.947900498	0.975910612	0.942426802	0.950808115	
Prestw-557	Dirithromycin	C	D20	BSF018294	BSF018298	BSF018302	BSF018306	0						0.967426469	0.895995222	0.924513605	0.960726351	0.893765096	
Prestw-558	Gliclazide	C	E20	BSF018294	BSF018298	BSF018302	BSF018306	0						0.957247587	1.016456663	1.060434551	0.933277027	1.059375687	
Prestw-559	DO 897/99	C	F20	BSF018294	BSF018298	BSF018302	BSF018306	0						1.034303508	1.04927477	1.019077811	0.969876126	0.984092003	
Prestw-560	Prenylamine lactate	C	H20	BSF018294	BSF018298	BSF018302	BSF018306	0						1.041116902	1.232550998	1.181471607	1.134572072	1.274707794	
Prestw-565	Atropine sulfate monohydrate	C	I20	BSF018294	BSF018298	BSF018302	BSF018306	0						1.041130639	1.025216518	0.983628638	0.905827703	0.933500029	
Prestw-566	Eserine sulfate, physostigmine sulfate	C	J20	BSF018294	BSF018298	BSF018302	BSF018306	0						1.061879898	1.007562454	0.951596903	0.905827703	0.89962684	
Prestw-571	Tetraca? hydrochloride	C	L20	BSF018294	BSF018298	BSF018302	BSF018306	0						1.077010854	1.082746731	1.005916257	1.079673423	0.996055495	
Prestw-572	Mometasone furoate	C	M20	BSF018294	BSF018298	BSF018302	BSF018306	1						0.468620055	0.432520076	0.915580977	0.750281532	0.574082068	
Prestw-574	Dacarbazine	C	N20	BSF018294	BSF018298	BSF018302	BSF018306	0						1.044441179	1.018946683	0.978325065	0.850929054	0.903987992	
Prestw-576	Acetopromazine maleate salt	C	O20	BSF018294	BSF018298	BSF018302	BSF018306	0						0.967028105	1.051657307	1.0949113	1.015625	1.101178267	
Prestw-583	Papaverine hydrochloride	C	A21	BSF018294	BSF018298	BSF018302	BSF018306	0						0.844332057	0.799054619	0.940754182	1.015625	0.893736519	
Prestw-584	Yohimbine hydrochloride	C	B21	BSF018294	BSF018298	BSF018302	BSF018306	0						0.883296157	0.887656342	1.000537233	0.99732545	1.012616132	
Prestw-587	Cilostazol	C	C21	BSF018294	BSF018298	BSF018302	BSF018306	0						0.957130825	0.92996877	0.971152082	0.924127252	0.976005872	
Prestw-588	Galanthamine hydrobromide	C	D21	BSF018294	BSF018298	BSF018302	BSF018306	0						0.980593079	1.029936808	1.041929824	0.896677928	1.023971068	
Prestw-594	Diclofenac sodium	C	F21	BSF018294	BSF018298	BSF018302	BSF018306	0						0.991973921	1.066534729	1.075829802	1.061373874	1.087967513	
Prestw-598	Xylazine	C	G21	BSF018294	BSF018298	BSF018302	BSF018306	0						1.026624702	0.949736663	0.927738533	0.914977477	0.926025568	
Prestw-607	Eburnamonine (-)	C	J21	BSF018294	BSF018298	BSF018302	BSF018306	0						1.079730717	0.927290655	0.862601785	0.777730856	0.808487544	
Prestw-616	Demecarium bromide	C	L21	BSF018294	BSF018298	BSF018302	BSF018306	0						1.000971448	1.035893151	1.028833464	1.024774775	0.949872476	
Prestw-617	Quipazine dimaleate salt	C	M21	BSF018294	BSF018298	BSF018302	BSF018306	0						0.989975233	1.022135342	1.03085958	1.015625	1.047590458	
Prestw-619	Diflorasone Diacetate	C	N21	BSF018294	BSF018298	BSF018302	BSF018306	1						0.512639254	0.52389844	1.020167764	0.731981982	0.67125512	
Prestw-623	Pyridoxine hydrochloride	C	P21	BSF018294	BSF018298	BSF018302	BSF018306	0						0.958944068	0.998498065	1.048432981	1.162021396	1.089777828	
Prestw-626	Racecadotril	C	A22	BSF018294	BSF018298	BSF018302	BSF018306	0						0.949397073	0.90448637	0.961712258	0.988175676	0.926610206	
Prestw-627	Folic acid	C	B22	BSF018294	BSF018298	BSF018302	BSF018306	0						0.987145477	0.889026749	0.895148291	0.80518018	0.883766376	
Prestw-630	Dimethisoquin hydrochloride	C	D22	BSF018294	BSF018298	BSF018302	BSF018306	0						1.011699797	0.916112435	0.906056254	0.869228604	0.87720432	
Prestw-631	Thiamine hydrochloride	C	E22	BSF018294	BSF018298	BSF018302	BSF018306	0						0.989466976	0.991045918	1.000405941	1.015625	0.996169348	
Prestw-632	Dipivefrin hydrochloride	C	F22	BSF018294	BSF018298	BSF018302	BSF018306	0						1.055354974	0.983934134	0.925010155	0.905827703	0.873147934	
Prestw-633	Thiorphan	C	G22	BSF018294	BSF018298	BSF018302	BSF018306	0						0.990689541	0.891373458	0.897764423	0.988175676	0.857979242	
Prestw-641	Sulmazole	C	I22	BSF018294	BSF018298	BSF018302	BSF018306	1						0.703675297	0.645246614	0.93945929	0.850929054	0.741001466	
Prestw-643	Flunisolide	C	J22	BSF018294	BSF018298	BSF018302	BSF018306	1						0.556363114	0.577433872	1.039453508	0.796030405	0.657889574	
Prestw-644	N-Acetyl-DL-homocysteine Thiolactone	C	K22	BSF018294	BSF018298	BSF018302	BSF018306	0						1.068095747	1.159480552	1.084976417	1.006475225	1.087678756	
Prestw-645	Flurandrenolide	C	L22	BSF018294	BSF018298	BSF018302	BSF018306	1						0.545037219	0.598796095	1.092733826	0.914977477	0.725555143	
Prestw-649	Etanidazole	C	M22	BSF018294	BSF018298	BSF018302	BSF018306	0						1.009536269	1.072741866	1.062933446	1.125422297	1.097638584	
Prestw-651	Glimepiride	C	O22	BSF018294	BSF018298	BSF018302	BSF018306	0						0.984405009	0.979321327	0.994468039	0.979025901	0.978176435	
Prestw-652	Picrotoxinin	C	P22	BSF018294	BSF018298	BSF018302	BSF018306	1						0.990208757	1.077650251	1.093103366	1.116272523	1.075532136	
Prestw-653	Mepenzolate bromide	D	A3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.890755176	0.918029213	1.030399572	1.125422297	1.067327878	
Prestw-654	Benfotiamine	D	B3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.96116941	0.990266667	1.02109679	1.070523649	1.086935607	
Prestw-655	Halcinonide	D	C3	BSF018294	BSF018298	BSF018302	BSF018306	1						0.514452496	0.515004231	1.000972146	0.741131757	0.665759915	
Prestw-656	Lanatoside C	D	D3	BSF018294	BSF018298	BSF018302	BSF018306	1						0.076444638	0.000286621	0.004521476	0	0.072687142	
Prestw-657	Benzamil hydrochloride	D	E3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.986568536	0.964049801	0.979728116	1.03392455	0.98077172	
Prestw-658	Suxibuzone	D	F3	BSF018294	BSF018298	BSF018302	BSF018306	0						1.039736366	1.090978128	1.045569178	1.143721847	1.061236381	
Prestw-659	6-Furfurylaminopurine	D	G3	BSF018294	BSF018298	BSF018302	BSF018306	0						0.974507729	0.959213071	0.977683562	0.99732545	0.962683375	
Prestw-660	Avermectin B1a	D	I3	BSF018294	BSF018298	BSF018302	BSF018306	0						1.003931703	0.901978436	0.897498771	0.960726351	0.852718566	
Prestw-666	Nisoldipine	D	J3	BSF018295	BSF018299	BSF018303	BSF018307	0						1.003244869	0.896487852	0.891403313	0.905827703	0.859482562	
Prestw-671	Dydrogesterone	D	L3	BSF018295	BSF018299	BSF018303	BSF018307	0						1.035409311	1.038786232	0.999822548	1.043074324	1.04046613	
Prestw-676	Beta-Escin	D	M3	BSF018295	BSF018299	BSF018303	BSF018307	0						0.972316728	0.928472967	0.94565529	0.988175676	0.965952338	
Prestw-683	Pempidine tartrate	D	O3	BSF018295	BSF018299	BSF018303	BSF018307	0						0.971094163	0.906815166	0.934384223	1.043074324	0.945070838	
Prestw-688	Estropipate	D	P3	BSF018295	BSF018299	BSF018303	BSF018307	0						0.943394143	0.946449479	1.00286346	1.143721847	1.020359247	
Prestw-692	Citalopram Hydrobromide	D	B4	BSF018295	BSF018299	BSF018303	BSF018307	0						0.988038361	0.986692861	0.991894814	1.03392455	1.012346288	
Prestw-693	Promazine hydrochloride	D	C4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.003251737	1.002394319	0.993964147	0.969876126	0.956960962	
Prestw-694	Sulfamerazine	D	D4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.022647933	0.944971589	0.921730202	0.951576577	0.891867434	
Prestw-696	Ethotoin	D	E4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.063157409	1.052767963	0.986013887	0.988175676	0.993980665	
Prestw-697	3-alpha-Hydroxy-5-beta-androstan-17-one	D	F4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.031672933	1.004167787	0.966017447	1.015625	0.912220688	
Prestw-698	Tetrahydrozoline hydrochloride	D	G4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.026679649	0.945589616	0.91739829	0.914977477	0.885108656	
Prestw-699	Hexestrol	D	H4	BSF018295	BSF018299	BSF018303	BSF018307	0						0.995772113	0.9917356	0.993098607	1.061373874	0.981408518	
Prestw-700	Cefmetazole sodium salt	D	K4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.042888934	1.020075253	0.979346943	0.914977477	0.964570302	
Prestw-701	Trihexyphenidyl-D,L Hydrochloride	D	L4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.069510625	1.003451234	0.935144273	0.924127252	0.905780464	
Prestw-702	Succinylsulfathiazole	D	M4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.016885394	1.026004726	1.001018254	1.052224099	0.982157907	
Prestw-703	Famprofazone	D	N4	BSF018295	BSF018299	BSF018303	BSF018307	0						1.04936578	1.101493537	1.046123391	1.088823198	1.057120067	
Prestw-704	Bromopride	D	O4	BSF018295	BSF018299	BSF018303	BSF018307	0						0.945070018	0.869518606	0.916110821	0.988175676	0.902869616	
Prestw-705	Methyl benzethonium chloride	D	P4	BSF018295	BSF018299	BSF018303	BSF018307	0						0.898633163	0.840193692	0.928390391	0.878378378	0.831129679	
Prestw-706	Chlorcyclizine hydrochloride	D	A5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.962000479	1.042037589	1.084123012	1.22606982	1.151947768	
Prestw-707	Diphenylpyraline hydrochloride	D	B5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.978209765	1.026998942	1.042891808	0.99732545	1.066200635	
Prestw-708	Benzethonium chloride	D	C5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.980778524	0.910765162	0.929154699	0.951576577	0.920121023	
Prestw-709	Trioxsalen	D	D5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.032723789	0.970570429	0.939141598	0.914977477	0.924215464	
Prestw-711	Sulfabenzamide	D	F5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.014728735	1.054290637	1.033273201	0.960726351	1.02328069	
Prestw-712	Benzocaine	D	G5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.04460602	1.040738837	0.995524645	0.979025901	0.980377131	
Prestw-713	Dipyrone	D	H5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.054695613	1.084797862	1.024463172	0.960726351	1.026328354	
Prestw-714	Isosorbide dinitrate	D	I5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.047346488	1.069087448	1.01340624	0.942426802	0.980503428	
Prestw-715	Sulfachloropyridazine	D	J5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.046117055	1.103992514	1.054539777	0.969876126	1.075331317	
Prestw-716	Pramoxine hydrochloride	D	K5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.977172645	0.84396455	0.86327015	1.052224099	0.870923779	
Prestw-717	Finasteride	D	L5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.043644452	1.100723243	1.051737221	1.052224099	1.075593598	
Prestw-718	Fluorometholone	D	M5	BSF018295	BSF018299	BSF018303	BSF018307	1						0.541046713	0.536975524	0.984328766	0.850929054	0.651685498	
Prestw-719	Cephalothin sodium salt	D	N5	BSF018295	BSF018299	BSF018303	BSF018307	0						0.993471219	0.948679748	0.951554268	1.024774775	0.986527198	
Prestw-720	Cefuroxime sodium salt	D	P5	BSF018295	BSF018299	BSF018303	BSF018307	0						1.018485718	1.049247899	1.025921482	1.097972973	1.080161806	
Prestw-721	Althiazide	D	A6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.913997642	0.898413587	0.980718957	1.097972973	0.964115449	
Prestw-722	Isopyrin hydrochloride	D	B6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.903015165	0.888928223	0.977718564	0.979025901	0.958836824	
Prestw-723	Phenethicillin potassium salt	D	C6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.936257936	0.817980563	0.865417174	0.832629505	0.849925091	
Prestw-724	Sulfamethoxypyridazine	D	D6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.976451469	0.957358991	0.979861315	0.951576577	0.945604615	
Prestw-725	Deferoxamine mesylate	D	E6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.944836495	0.850565791	0.89411845	0.942426802	0.840112656	
Prestw-726	Mephentermine hemisulfate	D	F6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.999185679	1.082952739	1.082616212	1.006475225	1.13578198	
Prestw-728	Sulfadimethoxine	D	G6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.960867203	0.908418452	0.943726649	0.969876126	0.924946863	
Prestw-729	Sulfanilamide	D	H6	BSF018295	BSF018299	BSF018303	BSF018307	0						1.014447133	1.118332522	1.095913204	1.162021396	1.101132676	
Prestw-730	Balsalazide Sodium	D	J6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.993375062	1.056395511	1.059768411	1.03392455	1.074144622	
Prestw-731	Sulfaquinoxaline sodium salt	D	K6	BSF018295	BSF018299	BSF018303	BSF018307	0						1.02071106	0.931957203	0.911719876	1.043074324	0.864945564	
Prestw-732	Streptozotocin	D	L6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.994158053	1.025691234	1.027684478	0.951576577	1.019694848	
Prestw-733	Metoprolol-(+,-) (+)-tartrate salt	D	M6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.97872489	0.914097131	0.935387003	1.03392455	0.895496319	
Prestw-734	Flumethasone	D	N6	BSF018295	BSF018299	BSF018303	BSF018307	1						0.481285276	0.545421887	1.125242028	0.924127252	0.728472633	
Prestw-735	Flecainide acetate	D	O6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.943387275	1.001892732	1.058265756	1.052224099	1.081321621	
Prestw-736	Cefazolin sodium salt	D	P6	BSF018295	BSF018299	BSF018303	BSF018307	0						0.93785826	0.992622334	1.064769382	0.99732545	1.108374526	
Prestw-738	Folinic acid calcium salt	D	A7	BSF018295	BSF018299	BSF018303	BSF018307	0						0.982777212	1.020872418	1.033899293	1.052224099	0.982418784	
Prestw-739	Levonordefrin	D	B7	BSF018295	BSF018299	BSF018303	BSF018307	0						0.988278753	0.998238314	0.999437093	0.951576577	0.977403475	
Prestw-740	Ebselen	D	D7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.055925046	1.085254664	1.028522883	1.03392455	0.993191063	
Prestw-741	Nadide	D	E7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.055217607	1.033698709	0.978191509	0.99732545	0.950066615	
Prestw-742	Sulfamethizole	D	F7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.016809843	1.062745958	1.047341073	1.125422297	1.067049738	
Prestw-743	Medrysone	D	G7	BSF018295	BSF018299	BSF018303	BSF018307	1						0.806322657	0.847986201	1.049876074	1.308417793	0.931962096	
Prestw-744	Flunixin meglumine	D	H7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.032504002	1.105031515	1.068396394	1.043074324	1.064817394	
Prestw-745	Spiramycin	D	I7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.049420727	1.045611395	0.993196869	1.061373874	0.979757128	
Prestw-746	Glycopyrrolate	D	J7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.046597838	0.984480505	0.937157493	0.924127252	0.907513213	
Prestw-748	Monensin sodium salt	D	K7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.042566122	1.030689188	0.987154604	0.905827703	0.918725357	
Prestw-749	Isoetharine mesylate salt	D	L7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.076378966	1.056028277	0.976693173	0.979025901	0.956943352	
Prestw-750	Mevalonic-D, L acid lactone	D	N7	BSF018295	BSF018299	BSF018303	BSF018307	0						0.997008415	0.996124484	0.985789647	1.061373874	1.004536211	
Prestw-751	Terazosin hydrochloride	D	O7	BSF018295	BSF018299	BSF018303	BSF018307	0						0.974507729	0.912646112	0.930084287	0.887528153	0.885035813	
Prestw-752	Phenazopyridine hydrochloride	D	P7	BSF018295	BSF018299	BSF018303	BSF018307	0						1.00737961	1.136658353	1.124617993	0.99732545	1.157484678	
Prestw-753	Demeclocycline hydrochloride	D	A8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.87111172	0.857847756	0.972604995	0.933277027	0.908363459	
Prestw-754	Fenoprofen calcium salt dihydrate	D	B8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.938043705	0.945795624	1.003161163	0.814329955	0.953884419	
Prestw-755	Piperacillin sodium salt	D	C8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.905796843	0.774682876	0.849780649	0.713682432	0.814543356	
Prestw-756	Diethylstilbestrol	D	D8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.958847911	0.951608657	0.987465944	1.015625	0.941590924	
Prestw-757	Chlorotrianisene	D	E8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.956011286	0.96439912	0.999033874	1.088823198	1.018978962	
Prestw-758	Ribostamycin sulfate salt	D	F8	BSF018295	BSF018299	BSF018303	BSF018307	0						1.016150482	1.114561664	1.091587389	1.20777027	1.122481933	
Prestw-759	Methacholine chloride	D	G8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.9724747	0.923304831	0.946763719	0.924127252	0.905242617	
Prestw-760	Pipenzolate bromide	D	I8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.979095781	0.924361746	0.941997351	1.015625	0.918385662	
Prestw-761	Butamben	D	J8	BSF018295	BSF018299	BSF018303	BSF018307	0						1.022112202	1.043954367	1.022662386	0.99732545	1.013003287	
Prestw-762	Sulfapyridine	D	K8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.972378543	0.976258065	1.001308857	1.024774775	1.018794226	
Prestw-763	Meclofenoxate hydrochloride	D	L8	BSF018295	BSF018299	BSF018303	BSF018307	0						1.013842719	1.07052951	1.054957273	1.061373874	1.03505054	
Prestw-764	Furaltadone hydrochloride	D	M8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.990167547	1.017701673	1.018215576	0.942426802	0.935276927	
Prestw-765	Ethoxyquin	D	N8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.997186992	0.998050219	0.996705344	0.99732545	0.93535229	
Prestw-766	Tinidazole	D	O8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.854868093	0.84781602	0.996922682	0.942426802	0.934786734	
Prestw-767	Guanadrel sulfate	D	P8	BSF018295	BSF018299	BSF018303	BSF018307	0						0.928249451	1.008753723	1.085765754	1.171171171	1.099626981	
