Prestwick Chemical Library ID	Compound Name	Subset	Well	Plate1	Plate2	Plate3	Plate4	NonInfectedToxHit	EPFL_mean_numberOfNucleiScore	EPFL_mean_numberOfInfectedNucleiScore	EPFL_mean_infectionIndexScore	EPFL_mean_numberOfPlaquesScore	EPFL_mean_totalVirusIntensityScore	EPFL_mean_numberOfNuclei_normalized	EPFL_mean_numberOfInfectedNuclei_normalized	EPFL_mean_infectionIndex_normalized	EPFL_mean_numberOfPlaques_normalized	EPFL_mean_totalVirusIntensity_normalized	Validation_ongoing
Prestw-1130	Azelastine HCl	A	P10	BSF018292	BSF018296	BSF018300	BSF018304	0						0.036	-0.259	-0.327	-0.086	-0.371	
Prestw-1132	Celiprolol HCl	A	A11	BSF018292	BSF018296	BSF018300	BSF018304	0						0.104	-0.021	-0.16	-0.225	-0.208	
Prestw-1134	Cytarabine	A	B11	BSF018292	BSF018296	BSF018300	BSF018304	1	0.904	1.073	0.57	1	0.998	0.904	1.074	0.57	1.001	0.998	
Prestw-1136	Doxofylline	A	C11	BSF018292	BSF018296	BSF018300	BSF018304	0						0.02	0.086	0.072	-0.049	0.116	
Prestw-1137	Esmolol hydrochloride	A	D11	BSF018292	BSF018296	BSF018300	BSF018304	0						0.007	0.007	0	0.037	-0.016	
Prestw-1139	Itraconazole	A	E11	BSF018292	BSF018296	BSF018300	BSF018304	0						0.023	-0.025	-0.054	0.039	-0.054	
Prestw-1140	Liranaftate	A	G11	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.032	-0.05	-0.016	-0.085	-0.03	
Prestw-1144	Mirtazapine	A	H11	BSF018292	BSF018296	BSF018300	BSF018304	0						0.048	0.067	0.015	-0.023	0.006	
Prestw-1147	Modafinil	A	I11	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.01	-0.036	-0.028	0.038	-0.063	
Prestw-1152	Nefazodone HCl	A	K11	BSF018292	BSF018296	BSF018300	BSF018304	0						0.017	-0.014	-0.028	-0.112	-0.037	
Prestw-1154	Nilvadipine	A	L11	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.02	-0.083	-0.062	0.038	-0.049	
Prestw-1156	Oxcarbazepine	A	M11	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.019	-0.049	-0.019	0.027	-0.04	
Prestw-1157	Rifapentine	A	N11	BSF018292	BSF018296	BSF018300	BSF018304	0						0.054	0.012	-0.044	-0.05	-0.064	
Prestw-1158	Ropinirole HCl	A	O11	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.022	-0.104	-0.079	-0.006	-0.119	
Prestw-1159	Sibutramine HCl	A	P11	BSF018292	BSF018296	BSF018300	BSF018304	1	0.71	0.698				0.71	0.699	-0.376	-0.268	0.363	
Prestw-1161	Stanozolol	A	B12	BSF018292	BSF018296	BSF018300	BSF018304	0						0.055	0.117	0.066	-0.117	0.095	
Prestw-1162	Zonisamide	A	C12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.007	0.001	0.012	-0.042	0.043	
Prestw-1165	Acitretin	A	D12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.038	-0.038	0.005	0.025	0.041	
Prestw-1166	Rebamipide	A	E12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.027	-0.143	-0.12	-0.162	-0.167	
Prestw-1167	Diacerein	A	F12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.09	-0.191	-0.086	-0.071	-0.092	
Prestw-1169	Miglitol	A	G12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.04	0.041	0.092	-0.067	0.132	
Prestw-1170	Venlafaxine	A	I12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.021	-0.13	-0.108	0.002	-0.148	
Prestw-1173	Irsogladine maleate	A	J12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.084	-0.04	0.052	0.147	0.072	
Prestw-1174	Acarbose	A	K12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.06	-0.152	-0.08	0.001	-0.09	
Prestw-1177	Carbidopa	A	L12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.022	0.01	0.035	0.06	0.023	
Prestw-1178	Aniracetam	A	M12	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.03	-0.085	-0.045	-0.134	-0.063	
Prestw-1179	Busulfan	A	N12	BSF018292	BSF018296	BSF018300	BSF018304	0						0.194	0.145	-0.094	-0.01	0.072	
Prestw-1180	Docetaxel	A	P12	BSF018292	BSF018296	BSF018300	BSF018304	1	0.864	0.984		0.793	0.971	0.864	0.984	0.065	0.795	0.971	
Prestw-1181	Tibolone	A	A13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.176	0.155	-0.056	-0.244	-0.069	
Prestw-1182	Tizanidine HCl	A	B13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.003	-0.173	-0.184	-0.256	-0.24	
Prestw-1183	Temozolomide	A	C13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.02	0.123	0.104	0.034	0.145	
Prestw-1184	Tioconazole	A	D13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.014	0.249	0.252	0.186	0.321	
Prestw-1187	Granisetron	A	E13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.023	-0.139	-0.171	-0.09	-0.172	
Prestw-1188	Ziprasidone  Hydrochloride	A	F13	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.068	0.019	0.087	0.084	0.1	
Prestw-1189	Montelukast	A	G13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.018	0.062	0.05	-0.127	0.076	
Prestw-1190	Olmesartan	A	I13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.005	0.045	0.043	0.048	0.061	
Prestw-1192	Oxandrolone	A	J13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.013	0.046	0.042	-0.05	0.052	
Prestw-1195	Toltrazuril	A	K13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.033	-0.02	-0.06	-0.186	-0.09	
Prestw-1196	Topotecan	A	L13	BSF018292	BSF018296	BSF018300	BSF018304	1	0.751	0.897			0.69	0.751	0.897	0.209	0.69	0.69	
Prestw-1197	Toremifene	A	M13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.076	0.076	-0.008	0.008	0.005	
Prestw-1198	Tranilast	A	N13	BSF018292	BSF018296	BSF018300	BSF018304	1	0.589	0.536				0.589	0.536	-0.336	-0.578	0.219	
Prestw-1199	Tripelennamine hydrochloride	A	O13	BSF018292	BSF018296	BSF018300	BSF018304	0						0.077	-0.015	-0.112	-0.094	-0.167	
Prestw-1202	4-aminosalicylic acid	A	B14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.06	-0.053	0.014	0.062	-0.01	
Prestw-1203	5-fluorouracil	A	C14	BSF018292	BSF018296	BSF018300	BSF018304	0						0.173	0.266	0.095	0.08	0.056	
Prestw-1206	Acetylcysteine	A	D14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.019	0.071	0.096	0.06	0.124	
Prestw-1207	Acetylsalicylic acid	A	E14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.017	-0.022	-0.004	-0.004	0.005	
Prestw-1210	Alendronate sodium	A	G14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.047	-0.079	-0.023	-0.123	-0.039	
Prestw-1211	Alfacalcidol	A	H14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.036	-0.11	-0.076	-0.112	-0.114	
Prestw-1213	Allopurinol	A	I14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.058	-0.163	-0.1	-0.069	-0.12	
Prestw-1217	Amisulpride	A	J14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.101	-0.013	0.097	0.115	0.122	
Prestw-1219	Amlodipine	A	K14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.095	-0.126	-0.017	0.025	-0.038	
Prestw-1222	Anastrozole	A	L14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.039	-0.094	-0.054	-0.045	-0.074	
Prestw-1223	Anethole-trithione	A	M14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.032	-0.026	0.012	0.016	0.043	
Prestw-1224	Anthralin	A	N14	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.055	-0.004	0.058	0.046	0.051	
Prestw-1228	Argatroban	A	O14	BSF018292	BSF018296	BSF018300	BSF018304	0						0.003	-0.019	-0.025	-0.06	-0.06	
Prestw-1229	Aripiprazole	A	P14	BSF018292	BSF018296	BSF018300	BSF018304	0						0.004	-0.211	-0.225	-0.129	-0.296	
Prestw-1231	Asenapine maleate	A	B15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.009	-0.166	-0.159	-0.145	-0.207	
Prestw-1232	Atorvastatin	A	C15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.005	0.067	0.085	-0.034	0.089	
Prestw-1233	Auranofin	A	D15	BSF018292	BSF018296	BSF018300	BSF018304	0						0.033	0.007	-0.018	0.161	0.025	
Prestw-1234	Azithromycin	A	E15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.009	-0.064	-0.056	-0.107	-0.087	
Prestw-1236	Benztropine mesylate	A	F15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.038	-0.153	-0.112	-0.056	-0.133	
Prestw-1239	Bicalutamide	A	G15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.059	-0.113	-0.039	-0.051	-0.044	
Prestw-1241	Bifonazole	A	H15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.002	0.159	0.173	0.069	0.207	
Prestw-1242	Erlotinib	A	I15	BSF018292	BSF018296	BSF018300	BSF018304	0						0.139	0.197	0.054	0.16	0.301	
Prestw-1244	Bosentan	A	J15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.07	-0.151	-0.067	-0.084	-0.081	
Prestw-1246	Bromhexine hydrochloride	A	K15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.013	0.107	0.124	0.058	0.158	
Prestw-1249	Famciclovir	A	L15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.074	-0.147	-0.06	-0.086	-0.089	
Prestw-1251	Butalbital	A	N15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.03	-0.133	-0.098	-0.089	-0.13	
Prestw-1252	Butenafine Hydrochloride	A	O15	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.004	-0.005	-0.001	0.086	-0.035	
Prestw-1253	Butylscopolammonium (n-) bromide	A	P15	BSF018292	BSF018296	BSF018300	BSF018304	0						0.012	-0.056	-0.071	-0.078	-0.103	
Prestw-1254	Fentiazac	A	A16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.099	0.121	0.01	-0.043	0.074	
Prestw-1256	Caffeine	A	B16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.056	-0.068	-0.144	-0.097	-0.199	
Prestw-1257	Calcipotriene	A	C16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.043	0.27	0.247	0.234	0.376	
Prestw-1258	Candesartan	A	D16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.02	0.039	0.022	0.122	0.004	
Prestw-1259	Canrenone	A	E16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.044	0.057	0.003	-0.026	0.03	
Prestw-1261	Carprofen	A	G16	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.005	0.013	0.023	0.058	-0.021	
Prestw-1262	Carvedilol	A	H16	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.027	0.089	0.125	-0.023	0.158	
Prestw-1263	Cefdinir	A	I16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.011	0.113	0.119	0.195	0.15	
Prestw-1265	Gatifloxacin	A	J16	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.042	-0.021	0.021	-0.066	-0.013	
Prestw-1266	Gemcitabine	A	K16	BSF018292	BSF018296	BSF018300	BSF018304	1	0.894	1.126	1.147	1	1.304	0.894	1.126	1.147	1.001	1.304	
Prestw-1267	Gestrinone	A	L16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.044	-0.013	-0.06	-0.085	-0.101	
Prestw-1268	Guaiacol	A	M16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.011	0	-0.014	-0.072	-0.001	
Prestw-1269	Haloprogin	A	N16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.088	0.068	-0.036	-0.03	-0.007	
Prestw-1270	Gefitinib	A	P16	BSF018292	BSF018296	BSF018300	BSF018304	0						0.16	0.243	0.086	0.174	0.245	
Prestw-1271	Escitalopram	A	A17	BSF018292	BSF018296	BSF018300	BSF018304	0						0.05	-0.034	-0.096	-0.115	-0.087	
Prestw-1274	Emedastine	A	B17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.044	-0.106	-0.058	0.176	-0.044	
Prestw-1279	Stavudine	A	C17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.046	0.122	0.177	0.115	0.191	
Prestw-1280	Mepivacaine hydrochloride	A	E17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.02	-0.076	-0.055	-0.047	-0.059	
Prestw-1282	Methenamine	A	F17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.079	-0.136	-0.041	0.04	-0.061	
Prestw-1283	Buspirone hydrochloride	A	G17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.031	-0.089	-0.052	-0.035	-0.094	
Prestw-1284	Hydroxychloroquine sulfate	A	H17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.023	-0.109	-0.082	-0.026	-0.118	
Prestw-1285	Ibandronate sodium	A	I17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.061	0.036	0.11	0.206	0.168	
Prestw-1286	Ibudilast	A	J17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.05	-0.024	0.037	0.019	0.06	
Prestw-1288	Idebenone	A	K17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.025	-0.004	0.034	-0.015	0.044	
Prestw-1290	Imatinib	A	M17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.054	0.051	0.114	0.032	0.142	
Prestw-1291	Imiquimod	A	N17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.076	-0.059	0.026	0.019	0.032	
Prestw-1292	Ipsapirone	A	O17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.044	-0.15	-0.098	0.012	-0.142	
Prestw-1294	Isosorbide mononitrate	A	P17	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.037	-0.194	-0.154	-0.071	-0.197	
Prestw-1295	Itopride	A	A18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.112	0.023	-0.119	-0.083	-0.16	
Prestw-1297	Lacidipine	A	B18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.022	0.052	0.03	0.147	0.026	
Prestw-1298	Lamivudine	A	C18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.025	0.193	0.181	0.125	0.23	
Prestw-1303	Pefloxacine	A	F18	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.029	-0.11	-0.072	-0.048	-0.107	
Prestw-1307	Olopatadine hydrochloride	A	G18	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.026	-0.069	-0.04	-0.154	-0.087	
Prestw-1308	Phentermine hydrochloride	A	H18	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.004	-0.117	-0.117	-0.124	-0.164	
Prestw-1310	Phenylbutazone	A	J18	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.041	0.077	0.13	0.082	0.167	
Prestw-1314	Pioglitazone	A	K18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.009	-0.155	-0.174	-0.189	-0.224	
Prestw-1315	Potassium clavulanate	A	L18	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.029	-0.131	-0.099	-0.198	-0.123	
Prestw-1316	Pramipexole	A	M18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.013	-0.103	-0.124	-0.037	-0.165	
Prestw-1317	Pranlukast	A	N18	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.018	-0.039	-0.013	0.01	-0.049	
Prestw-1318	Pranoprofen	A	O18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.023	-0.119	-0.15	-0.172	-0.204	
Prestw-1319	Pravastatin	A	P18	BSF018292	BSF018296	BSF018300	BSF018304	0						0.039	0.016	-0.023	0.04	-0.023	
Prestw-1321	Prothionamide	A	B19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.017	-0.055	-0.033	-0.061	-0.08	
Prestw-1322	Pyridostigmine iodid	A	C19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.017	-0.028	-0.007	-0.079	-0.024	
Prestw-1323	Quetiapine	A	D19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.044	-0.021	0.033	0.065	0.048	
Prestw-1325	Raclopride	A	E19	BSF018292	BSF018296	BSF018300	BSF018304	0						0	0.136	0.146	-0.062	0.196	
Prestw-1328	Reboxetine mesylate	A	F19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.04	-0.153	-0.106	-0.104	-0.12	
Prestw-1331	Rimantadine Hydrochloride	A	H19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.023	0.068	0.052	0.089	0.096	
Prestw-1334	Rivastigmine	A	I19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.081	-0.074	0.019	0.064	0.006	
Prestw-1336	Rofecoxib	A	J19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.085	-0.147	-0.044	0.014	-0.045	
Prestw-1337	Rosiglitazone Hydrochloride	A	K19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.02	-0.032	-0.002	0.028	0.034	
Prestw-1338	Rufloxacin	A	L19	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.059	-0.023	0.043	0.032	0.04	
Prestw-1339	Sarafloxacin	A	M19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.02	0.003	-0.019	0.086	-0.021	
Prestw-1340	Secnidazole	A	O19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.005	-0.039	-0.048	-0.084	-0.103	
Prestw-1341	Sertindole	A	P19	BSF018292	BSF018296	BSF018300	BSF018304	0						0.045	-0.066	-0.124	-0.107	-0.094	
Prestw-1342	Sildenafil	A	A20	BSF018292	BSF018296	BSF018300	BSF018304	0						0.057	-0.039	-0.115	-0.124	-0.156	
Prestw-1343	Sparfloxacin	A	B20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.073	-0.086	-0.009	0.124	-0.004	
Prestw-1345	Sulbactam	A	C20	BSF018292	BSF018296	BSF018300	BSF018304	0						0.019	0.129	0.12	0.036	0.127	
Prestw-1346	Sumatriptan succinate	A	D20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.051	-0.174	-0.11	0.033	-0.175	
Prestw-1349	Tazobactam	A	E20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.017	-0.035	-0.016	-0.104	-0.059	
Prestw-1350	Telmisartan	A	G20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.031	-0.008	0.026	0.026	0.018	
Prestw-1351	Tenatoprazole	A	H20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.032	0.061	0.107	0.02	0.135	
Prestw-1352	Tulobuterol	A	I20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.043	-0.157	-0.102	-0.071	-0.132	
Prestw-1353	Tylosin	A	J20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.012	0.031	0.046	0.084	0.056	
Prestw-1356	Vardenafil	A	K20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.015	-0.208	-0.198	-0.096	-0.218	
Prestw-1358	Vatalanib	A	L20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.049	-0.2	-0.142	-0.059	-0.164	
Prestw-1359	Vecuronium bromide	A	M20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.002	-0.007	-0.003	0.135	-0.007	
Prestw-1361	Viloxazine hydrochloride	A	O20	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.01	-0.123	-0.116	-0.176	-0.178	
Prestw-1362	Vorinostat	A	P20	BSF018292	BSF018296	BSF018300	BSF018304	1	0.354	0.674				0.354	0.674	0.465	0.229	0.659	
Prestw-1363	Warfarin	A	A21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.104	-0.108	-0.262	-0.183	-0.348	
Prestw-1364	Zafirlukast	A	B21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.044	0.095	0.049	0.064	0.036	
Prestw-1365	Zileuton	A	C21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.023	0.111	0.09	-0.014	0.12	
Prestw-1367	Zopiclone	A	D21	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.01	0.035	0.053	-0.055	0.028	
Prestw-1368	Zotepine	A	E21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.032	-0.038	-0.08	0.025	-0.062	
Prestw-1369	Zaleplon	A	F21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.008	-0.067	-0.085	-0.006	-0.123	
Prestw-1371	Celecoxib	A	H21	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.005	-0.25	-0.252	0.045	-0.342	
Prestw-1374	Chlormadinone acetate	A	I21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.049	0.197	0.166	0.055	0.189	
Prestw-1376	Cilnidipine	A	J21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.034	0.062	0.034	-0.05	0.032	
Prestw-1378	Clarithromycin	A	K21	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.023	-0.106	-0.079	-0.061	-0.13	
Prestw-1379	Clinafloxacin	A	L21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.006	-0.015	-0.02	0.08	-0.026	
Prestw-1380	Clobutinol hydrochloride	A	N21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.023	-0.093	-0.122	-0.021	-0.196	
Prestw-1383	Clofibrate	A	O21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.006	-0.074	-0.08	-0.037	-0.147	
Prestw-1385	Closantel	A	P21	BSF018292	BSF018296	BSF018300	BSF018304	0						0.036	0.098	0.067	0.004	0.044	
Prestw-1387	Tetraethylenepentamine pentahydrochloride	A	A22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.048	0.038	-0.015	0.031	-0.062	
Prestw-1390	Desloratadine	A	C22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.014	-0.172	-0.203	-0.056	-0.262	
Prestw-1392	Dexfenfluramine hydrochloride	A	D22	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.007	-0.034	-0.023	0.022	-0.042	
Prestw-1393	Dibenzepine hydrochloride	A	E22	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.015	0.075	0.099	0.111	0.099	
Prestw-1394	Diclazuril	A	F22	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.011	0.028	0.048	0.03	0.03	
Prestw-1398	Dopamine hydrochloride	A	G22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.001	0.054	0.056	0.054	0.044	
Prestw-1399	Doxycycline hydrochloride	A	H22	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.027	-0.08	-0.047	0.092	-0.032	
Prestw-1400	Efavirenz	A	K22	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.044	-0.116	-0.068	-0.003	-0.033	
Prestw-1401	Enoxacin	A	L22	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.049	-0.102	-0.045	-0.034	-0.051	
Prestw-1403	Entacapone	A	M22	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.023	0.055	0.089	-0.089	0.069	
Prestw-1405	Ethinylestradiol	A	N22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.015	0.198	0.198	-0.025	0.208	
Prestw-1407	Etofenamate	A	O22	BSF018292	BSF018296	BSF018300	BSF018304	0						0.03	0.052	0.012	-0.016	0.009	
Prestw-1408	Etoricoxib	A	P22	BSF018292	BSF018296	BSF018300	BSF018304	1						0.011	-0.094	-0.104	-0.009	-0.155	
Prestw-1409	Etretinate	B	A3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.155	0.254	0.098	-0.19	0.112	
Prestw-1410	Exemestane	B	C3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.075	0.152	0.08	-0.133	0.104	
Prestw-1414	Fleroxacin	B	D3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.039	0.145	0.109	-0.109	0.138	
Prestw-1415	Floxuridine	B	E3	BSF018292	BSF018296	BSF018300	BSF018304	1	0.856	1.118	1.092	1	1.293	0.856	1.12	1.092	1.002	1.294	
Prestw-1416	Flubendazol	B	F3	BSF018292	BSF018296	BSF018300	BSF018304	0						-0.11	-0.154	-0.025	-0.099	-0.093	
Prestw-1417	Fluconazole	B	G3	BSF018292	BSF018296	BSF018300	BSF018304	1	0.431					0.431	0.404	-0.146	-0.218	0.211	
Prestw-1419	Fluocinolone acetonide	B	H3	BSF018292	BSF018296	BSF018300	BSF018304	1	0.576	0.557				0.576	0.558	-0.235	0.103	0.341	
Prestw-1420	Formestane	B	J3	BSF018292	BSF018296	BSF018300	BSF018304	0						0.038	0.182	0.158	0.024	0.23	
Prestw-1421	Formoterol fumarate	B	K3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.006	-0.035	-0.043	-0.256	-0.076	
Prestw-1423	Fosinopril	B	L3	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.016	-0.065	-0.045	-0.024	-0.061	
Prestw-1424	Fulvestrant	B	M3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.012	0.005	-0.009	-0.045	-0.026	
Prestw-1427	Levetiracetam	B	N3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.029	0.066	0.039	-0.065	0.047	
Prestw-1429	Linezolid	B	O3	BSF018293	BSF018297	BSF018301	BSF018305	0						0.032	0.085	0.05	-0.079	0.04	
Prestw-1430	Lofexidine	B	A4	BSF018293	BSF018297	BSF018301	BSF018305	0						0.075	0.044	-0.04	-0.234	-0.06	
Prestw-1431	Loracarbef	B	B4	BSF018293	BSF018297	BSF018301	BSF018305	0						0	0.126	0.133	-0.052	0.122	
Prestw-1432	Loratadine	B	C4	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.042	0.103	0.161	0.03	0.185	
Prestw-1433	Losartan	B	D4	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.058	-0.035	0.033	0.175	0.034	
Prestw-1435	Melengestrol acetate	B	E4	BSF018293	BSF018297	BSF018301	BSF018305	1						0.318	0.41	0.086	-0.058	0.319	
Prestw-1441	Mevastatin	B	G4	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.087	-0.15	-0.056	-0.053	-0.118	
Prestw-1443	Misoprostol	B	H4	BSF018293	BSF018297	BSF018301	BSF018305	1	0.603	0.61				0.603	0.611	-0.188	-0.007	0.435	
Prestw-1444	Mitotane	B	I4	BSF018293	BSF018297	BSF018301	BSF018305	0						0.015	0.126	0.126	-0.008	0.147	
Prestw-1446	Moxifloxacin	B	J4	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.036	0.13	0.173	0.067	0.223	
Prestw-1447	Nalidixic acid sodium salt	B	K4	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.07	0.019	0.102	0.064	0.115	
Prestw-1449	Nicotinamide	B	L4	BSF018293	BSF018297	BSF018301	BSF018305	0						-0.024	0.021	0.042	0.017	0.067	
Prestw-1452	Norgestimate	B	N4	BSF018293	BSF018297	BSF018301	BSF018305	0						0.037	0.062	0.017	-0.142	0.014	
Prestw-1454	Nylidrin	B	O4	BSF018293	BSF018297	BSF018301	BSF018305	0						0.012	0.033	0.024	-0.065	0.039	
